language	glottocode	id_word	id_meaning	lemma	ipa	definition	morphology	annotator	pos	reference	meaning_ru	meaning	noun_class	dialect	examples
Khwarshi	khva1239	6621	10227	ЛО́КIО-ЛО́КIО:	l-'o-k’-o-l-'o-k’-o:	ло́кIо-ло́кIо лийа́ успокоить; утешить (букв. сердце-серд­це делать); см. локIо-мокIо		Jacob Lvovski		Dzhidalaev, Magomedova, Khalilov 2022	успокоить	ло́кIо-ло́кIо лийа́ успокоить;			см. локIо-мокIо
Khwarshi	khva1239	6622	10228	локI-ло́кIогьоз	l-o-kʰ-ˁ-l-'o-kʰ-ˁ-o-h-o-z	нареч. в знач. от всей души; от всего сердца; болея душой; обудус одону локI-локIогьоз лēч отец трудится от души (букв. работу отец выполняет от души); см. локI-ло­кIоз		Jacob Lvovski	adverb	Dzhidalaev, Magomedova, Khalilov 2022	от всей души	нареч. в знач. от всей души;			от всего сердца; болея душой; обудус одону локI-локIогьоз лēч отец трудится от души (букв. работу отец выполняет от души); см. локI-ло­кIоз
Khwarshi	khva1239	6623	10229	ЛОКIОЛА́	l-o-k’-o-l-'a	(локIо́лше, локIоли́, локIо­лу́н, локIолōй, ло́кIоло) казаться; думать (подумать); дил локIоли боцIокъек голилIун мне показалось, что это волк; дубул локIолобо до тохав гьикIолIун ты не думай, что я слабый человек ♦ гье­элIун локIола для показухи (для галочки); для отвода глаз; гьеэлIун локIола хIалтIи бийобо не выполняй работу для отвода глаз (для показухи)	(локIо́лше, локIоли́, локIо­лу́н, локIолōй, ло́кIоло)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	мысль	(локIо́лше, локIоли́, локIо­лу́н, локIолōй, ло́кIоло) казаться;			думать (подумать); дил локIоли боцIокъек голилIун мне показалось, что это волк; дубул локIолобо до тохав гьикIолIун ты не думай, что я слабый человек ♦ гье­элIун локIола для показухи (для галочки); для отвода глаз; гьеэлIун локIола хIалтIи бийобо не выполняй работу для отвода глаз (для показухи)
Khwarshi	khva1239	6624	10230	ЛО́КIО-ЛАГ/А	l-'o-k’-o-l-a-g-a	III (-а́) тело (букв. сердце-тело); локIо-лагалъ бештIа оправиться (морально и физически) (букв. в сердце и теле пускаться)	III (-а́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	тело	тело (букв. сердце-тело);	III		локIо-лагалъ бештIа оправиться (морально и физически) (букв. в сердце и теле пускаться)
Khwarshi	khva1239	6625	10231	ЛОКIО́ЛНУ	l-o-k’-'o-l-n-u	масд. от гл. локIола́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	показание	масд. от гл. локIола́			
Khwarshi	khva1239	6626	10232	ЛОКIОЛОКIА́	l-o-k’-o-l-o-k’-'a	(локIоло́кIше, локIоло­кIи́, локIолокIу́н, локIолокIōй, ло́кIоло­кIо) учащ. от гл. локIола́	(локIоло́кIше, локIоло­кIи́, локIолокIу́н, локIолокIōй, ло́кIоло­кIо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	часто казаться	(локIоло́кIше, локIоло­кIи́, локIолокIу́н, локIолокIōй, ло́кIоло­кIо) учащ. от гл. локIола́			
Khwarshi	khva1239	6627	10233	ЛОКIОЛО́КIНУ	l-o-k’-o-l-'o-k’-n-u	учащ. масд. от гл. локIолокIа́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	частая мысль	учащ. масд. от гл. локIолокIа́			
Khwarshi	khva1239	6628	10234	ЛОКIОЛОХКIА́	l-o-k’-o-l-o-χ-k’-'a	(локIолоху́кIше, ло-кIолохкIи́, локIолохкIу́н, локIолохкIōй, ло́кIолохкIо) учащ. понуд. от гл. локIо­локIа́	(локIолоху́кIше, ло-кIолохкIи́, локIолохкIу́н, локIолохкIōй, ло́кIолохкIо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	заставить часто казаться	учащ. понуд. от гл. локIо­локIа́			
Khwarshi	khva1239	6629	10235	ЛОКIОЛОХУ́КIНУ	l-o-k’-o-l-o-χ-'u-k’-n-u	понуд. учащ. масд. от гл. локIолохкIа́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	заставление часто казаться	понуд. учащ. масд. от гл. локIолохкIа́			
Khwarshi	khva1239	6630	10236	ло́кIо-мо́кIо:	l-'o-kʰ-ˁ-o-m-'o-kʰ-ˁ-o:	локIо-мо́кIо лийа́ успокоить, утешить; отвлечь (от грустных мыслей) (букв. сердце-место делать); хабарын бештIо илъес локIо-мокIо лийа побеседовать и утешать; см. локIо-ло́кIо		Jacob Lvovski		Dzhidalaev, Magomedova, Khalilov 2022	успокоить	локIо-мо́кIо лийа́ успокоить, утешить;			отвлечь (от грустных мыслей) (букв. сердце-место делать); хабарын бештIо илъес локIо-мокIо лийа побеседовать и утешать; см. локIо-ло́кIо
Khwarshi	khva1239	6631	10237	ЛОЛIА́	l-o-tɬ-'a	(ло́лIше//ло́лIлIе, лолIи́, ло­лIу́н, лōлI, ло́лIо) 1) пахать, вспахать что-л.; обуди гъуIдуIл лолIи отец вспахал поле (участок) 2) вспахивать, распахать, распахивать; лолIдов гьикIо пахарь, землепашец; лолIдов гьикIо акели пахарь устал; лолIдов мокIо пашня (букв. место, которое пашут); ило лолI­дов мокIо дагьаб голи у нас мало пашни (есть); хварш. лалIа, квант. л'олIа	(ло́лIше//ло́лIлIе, лолIи́, ло­лIу́н, лōлI, ло́лIо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	пахать	пахать, вспахать что-л.;			обуди гъуIдуIл лолIи отец вспахал поле (участок)
Khwarshi	khva1239	6631	10238	ЛОЛIА́	l-o-tɬ-'a	(ло́лIше//ло́лIлIе, лолIи́, ло­лIу́н, лōлI, ло́лIо) 1) пахать, вспахать что-л.; обуди гъуIдуIл лолIи отец вспахал поле (участок) 2) вспахивать, распахать, распахивать; лолIдов гьикIо пахарь, землепашец; лолIдов гьикIо акели пахарь устал; лолIдов мокIо пашня (букв. место, которое пашут); ило лолI­дов мокIо дагьаб голи у нас мало пашни (есть); хварш. лалIа, квант. л'олIа	(ло́лIше//ло́лIлIе, лолIи́, ло­лIу́н, лōлI, ло́лIо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	вспахивать	вспахивать, распахать, распахивать;		квантладинский,хваршинский	лолIдов гьикIо пахарь, землепашец; лолIдов гьикIо акели пахарь устал; лолIдов мокIо пашня (букв. место, которое пашут); ило лолI­дов мокIо дагьаб голи у нас мало пашни (есть); хварш. лалIа, квант. л'олIа
Khwarshi	khva1239	6632	10239	ЛО́ЛIНУ	l-'o-tɬ-n-u	1. масд. от гл. лолIа́ 2. 1) пахота; исо лолIну гилълъулсо голи у него глубокая пахота (есть) 2) земледелие; землепашество; труд, деятельность крестьянина; хварш. лалIану		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	пахота	масд. от гл. лолIа́			
Khwarshi	khva1239	6632	10240	ЛО́ЛIНУ	l-'o-tɬ-n-u	1. масд. от гл. лолIа́ 2. 1) пахота; исо лолIну гилълъулсо голи у него глубокая пахота (есть) 2) земледелие; землепашество; труд, деятельность крестьянина; хварш. лалIану		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	пахота	пахота;			исо лолIну гилълъулсо голи у него глубокая пахота (есть)
Khwarshi	khva1239	6632	10241	ЛО́ЛIНУ	l-'o-tɬ-n-u	1. масд. от гл. лолIа́ 2. 1) пахота; исо лолIну гилълъулсо голи у него глубокая пахота (есть) 2) земледелие; землепашество; труд, деятельность крестьянина; хварш. лалIану		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	земледелие	земледелие;		хваршинский	землепашество; труд, деятельность крестьянина; хварш. лалIану
Khwarshi	khva1239	6633	10242	ЛО́ЛI/У	l-'o-tɬ-u	IV (-а́, -у́бо, -уза́) вспашка; логу лолIу хорошая вспашка; хварш. лалIу	IV (-а́, -у́бо, -уза́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	вспашка	вспашка;	IV	хваршинский	логу лолIу хорошая вспашка; хварш. лалIу
Khwarshi	khva1239	6634	10243	ЛО́ЛIЛIУ	l-'o-tɬ-tɬ-u	(мн. -тIа) прич. вспаханный; лолIлIу гъуIдуIл вспаханный участок; лолIлIу мокIо вспаханное место; лолI­лIутIа гъуIдуIлаба вспаханные поля; хварш. лайлIа, хонох. лалIа	(мн. -тIа)	Jacob Lvovski	adjective	Dzhidalaev, Magomedova, Khalilov 2022	вспаханный	прич. вспаханный;		хваршинский,хонохский	лолIлIу гъуIдуIл вспаханный участок; лолIлIу мокIо вспаханное место; лолI­лIутIа гъуIдуIлаба вспаханные поля; хварш. лайлIа, хонох. лалIа
Khwarshi	khva1239	6635	10244	ЛОЛIХА́	l-o-tɬ-χ-'a	(лолIу́хше, лолIхи́, лолIху́н, лолIōх, ло́лIхо) понуд. заставить (попросить, вынудить) пахать (вспахать; распахать, распахивать); учитирхъо гъуI­дуIл лолIха попросить учителя вспахать (пришкольный) участок; хварш. лалIха	(лолIу́хше, лолIхи́, лолIху́н, лолIōх, ло́лIхо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	заставить пахать	(лолIу́хше, лолIхи́, лолIху́н, лолIōх, ло́лIхо) понуд. заставить (попросить, вынудить) пахать (вспахать;		хваршинский	распахать, распахивать); учитирхъо гъуI­дуIл лолIха попросить учителя вспахать (пришкольный) участок; хварш. лалIха
Khwarshi	khva1239	6636	10245	ЛОЛIХОКIА́	l-o-tɬ-χ-o-k’-'a	(лолIхо́кIше, лолIхокIи́ лолIхокIу́н, лолIокIōй, ло́лIхокIо) понуд.от гл. лолIха́		Jacob Lvovski		Dzhidalaev, Magomedova, Khalilov 2022	заставить заставить пахать	(лолIхо́кIше, лолIхокIи́ лолIхокIу́н, лолIокIōй, ло́лIхокIо) понуд.от гл. лолIха́			
Khwarshi	khva1239	6637	10246	ЛОЛIХО́КIНУ	l-o-tɬ-χ-'o-k’-n-u	понуд. масд. от гл. лолIхокIа́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	заставление заставления пахать	понуд. масд. от гл. лолIхокIа́			
Khwarshi	khva1239	6638	10247	ЛОЛIХОХКIА́	l-o-tɬ-χ-o-χ-k’-'a	(лолIхоху́кIше, лолIхох­кIи́ лолIхохкIу́н, лолIохкIōй, ло́лIхохкIо) понуд.II от гл. лолIокIа́		Jacob Lvovski		Dzhidalaev, Magomedova, Khalilov 2022	?	(лолIхоху́кIше, лолIхох­кIи́ лолIхохкIу́н, лолIохкIōй, ло́лIхохкIо) понуд.II от гл. лолIокIа́	I		
Khwarshi	khva1239	6639	10248	ЛОЛIХОХУКIНУ	l-o-tɬ-χ-o-χ-u-k’-n-u	понуд. масд. от гл. лолIхохкIа́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	?	понуд. масд. от гл. лолIхохкIа́			
Khwarshi	khva1239	6640	10249	ЛОЛIУ́ХНУ	l-o-tɬ-'u-χ-n-u	масд. от гл. лолIха́; хварш. лалIехану		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	заставление пахать	масд. от гл. лолIха́;		хваршинский	хварш. лалIехану
Khwarshi	khva1239	6641	10250	ЛО́ЛЪЛЪО	l-'o-ɬ-ɬ-o	нареч. как; сорбо лолълъо как кони (как лошади); боцIбо лолълъо гунаше воют как волки; хварш. лалъала		Jacob Lvovski	adverb	Dzhidalaev, Magomedova, Khalilov 2022	как	нареч. как;		хваршинский	сорбо лолълъо как кони (как лошади); боцIбо лолълъо гунаше воют как волки; хварш. лалъала
Khwarshi	khva1239	6642	10251	ЛО́ЛЪЛЪУ	l-'o-ɬ-ɬ-u	в знач. союза как (похожий, подобный); эᵸссо лолълъу как снег (белый); аᵸм лолълъу как уголь (чёрный); эᵸкъкъо лолълъу как кровь (красный); хварш. й-айлъа		Jacob Lvovski		Dzhidalaev, Magomedova, Khalilov 2022	как	в знач. союза как (похожий, подобный);		хваршинский	эᵸссо лолълъу как снег (белый); аᵸм лолълъу как уголь (чёрный); эᵸкъкъо лолълъу как кровь (красный); хварш. й-айлъа
Khwarshi	khva1239	6643	10252	ЛОС	l-o-s	III (-и́, -бо, -за́) деревянный засов (для закрывания дверей сверху вниз); лос кула спускать засов; закрывать на засов; запереть дверь плотно; ср. лоцI; см. зайил, загьил; см. чеча	III (-и́, -бо, -за́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	засов	деревянный засов (для закрывания дверей сверху вниз);	III		лос кула спускать засов; закрывать на засов; запереть дверь плотно; ср. лоцI; см. зайил, загьил; см. чеча
Khwarshi	khva1239	6644	10253	ЛО́Т/И	l-'o-tʰ-i	I, II (-и́, -и́бо, -иза́) лентяй, лодырь; гуляка; ме гьимоныч либу, мо лоти голи ты ничего не делал, ты лентяй (лодырь)	II (-и́, -и́бо, -иза́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	лентяй	лентяй, лодырь;	I, II		гуляка; ме гьимоныч либу, мо лоти голи ты ничего не делал, ты лентяй (лодырь)
Khwarshi	khva1239	6645	10254	ЛОЧЧИ́К	l-o-tʃʰ-tʃʰ-'i-kʰ	I, II (-и́, -бо, -за́) лётчик; дийо уже лоччик голи мой сын лётчик (есть)	II (-и́, -бо, -за́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	лётчик	лётчик;	I, II		дийо уже лоччик голи мой сын лётчик (есть)
Khwarshi	khva1239	6646	10255	ЛОЧЧИ́КЛЪ/И	l-o-tʃʰ-tʃʰ-'i-kʰ-ɬ-i	IV (-и́) профессия (работа, должность) летчика; лоччиклъи лийа работать летчиком	IV (-и́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	лётчик	профессия (работа, должность) летчика;	IV		лоччиклъи лийа работать летчиком
Khwarshi	khva1239	6647	10256	ЛОᵸЛЪ	l-õ-ɬ	IV (-о́, -бо, -за́) кул. масло; зийес лоᵸлъ сливочное (коровье) масло; лагазахъа лоᵸлъбо леха мазать тело маслами; локос лецIбулъо, лоᵸлъос лēцIби  посл. если не видел мрака - не оценишь света (букв. если навозом не запачкаешься, маслом не наполнишься) ♦ лоᵸлъ лолълъо а) как масло (мягкое) б) легко; хорошо (букв. как по маслу); лоᵸлъолълъи ко лоᵸлълъо легко; безболезненно (букв. как волосок из масла); хварш. лалъ, квант. л'олъ; см. зети	IV (-о́, -бо, -за́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	масло	кул. масло;	IV	квантладинский,хваршинский	зийес лоᵸлъ сливочное (коровье) масло; лагазахъа лоᵸлъбо леха мазать тело маслами; локос лецIбулъо, лоᵸлъос лēцIби  посл. если не видел мрака - не оценишь света (букв. если навозом не запачкаешься, маслом не наполнишься) ♦ лоᵸлъ лолълъо а) как масло (мягкое) б) легко; хорошо (букв. как по маслу); лоᵸлъолълъи ко лоᵸлълъо легко; безболезненно (букв. как волосок из масла); хварш. лалъ, квант. л'олъ; см. зети
Khwarshi	khva1239	6648	10257	ЛОᵸЛЪО́С	l-õ-ɬ-'o-s	1. ген. I от лоᵸлъ 2. масляной; лоᵸлъос эᵸзубо масляные круги; круги затвердевшего масла		Jacob Lvovski		Dzhidalaev, Magomedova, Khalilov 2022	масла	ген. I от лоᵸлъ	I		
Khwarshi	khva1239	6648	10258	ЛОᵸЛЪО́С	l-õ-ɬ-'o-s	1. ген. I от лоᵸлъ 2. масляной; лоᵸлъос эᵸзубо масляные круги; круги затвердевшего масла		Jacob Lvovski		Dzhidalaev, Magomedova, Khalilov 2022	масляной	масляной; лоᵸлъос эᵸзубо масляные круги; круги затвердевшего масла			лоᵸлъос эᵸзубо масляные круги; круги затвердевшего масла
Khwarshi	khva1239	6649	10259	ЛОᵸЛЪ-ШИ́Ш/А	l-õ-ɬ-ʃ-'i-ʃ-a	IV (-а́) поджаренный на масле измельчённый сыр; ишеди лоᵸлъ-шиша лӣн мама приготовила сыр в масле	IV (-а́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	поджаренный сыр	поджаренный на масле измельчённый сыр;	IV		ишеди лоᵸлъ-шиша лӣн мама приготовила сыр в масле
Khwarshi	khva1239	6650	10260	ЛОІЛ'А́	l-oІ-lʲ-'a	(ло́Iл'ше, лоIл'и́, лоIл'у́н, лōIл', ло́Iл'о) 1) варить, сварить, выварить; лилI лоIл'а варить мясо 2) окрасить, окрашивать что-л. (путём варки); алукIа квару зоноло рокIулъ лоIл'а красить белую пряжу путём варки с барбарисовым корнем (для жёлтого цвета); хварш. лала	(ло́Iл'ше, лоIл'и́, лоIл'у́н, лōIл', ло́Iл'о)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	варить	варить, сварить, выварить;	,		лилI лоIл'а варить мясо
Khwarshi	khva1239	6650	10261	ЛОІЛ'А́	l-oІ-lʲ-'a	(ло́Iл'ше, лоIл'и́, лоIл'у́н, лōIл', ло́Iл'о) 1) варить, сварить, выварить; лилI лоIл'а варить мясо 2) окрасить, окрашивать что-л. (путём варки); алукIа квару зоноло рокIулъ лоIл'а красить белую пряжу путём варки с барбарисовым корнем (для жёлтого цвета); хварш. лала	(ло́Iл'ше, лоIл'и́, лоIл'у́н, лōIл', ло́Iл'о)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	окрасить	окрасить, окрашивать что-л. (путём варки);		хваршинский	алукIа квару зоноло рокIулъ лоIл'а красить белую пряжу путём варки с барбарисовым корнем (для жёлтого цвета); хварш. лала
Khwarshi	khva1239	6651	10262	ЛОIЛ'НУ	l-o-ˁ-lʲ-n-u	1 масд. от гл. лоIл'а 2 1) варка 2) окраска (путём варки)		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	варка	варка			
Khwarshi	khva1239	6651	10263	ЛОIЛ'НУ	l-o-ˁ-lʲ-n-u	1 масд. от гл. лоIл'а 2 1) варка 2) окраска (путём варки)		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	окраска	окраска (путём варки)			
Khwarshi	khva1239	6652	10264	ЛОIЛ'ХА́	l-o-ˁ-lʲ-χ-'a	(лоIл'ухше, лоIлх'и, лоIл­'хын, лоIл'хōй, лоIл'хо) понуд. 1) варить, сварить, выварить 2) окрашивать, окрасить	(лоIл'ухше, лоIлх'и, лоIл­'хын, лоIл'хōй, лоIл'хо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	варить	варить, сварить, выварить			
Khwarshi	khva1239	6652	10265	ЛОIЛ'ХА́	l-o-ˁ-lʲ-χ-'a	(лоIл'ухше, лоIлх'и, лоIл­'хын, лоIл'хōй, лоIл'хо) понуд. 1) варить, сварить, выварить 2) окрашивать, окрасить	(лоIл'ухше, лоIлх'и, лоIл­'хын, лоIл'хōй, лоIл'хо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	окрашивать	окрашивать, окрасить			
Khwarshi	khva1239	6653	10266	ЛОIЛ'ХОХКIА́	l-o-ˁ-lʲ-χ-o-χ-k’-'a	(лоIл'хоху́кIше, лоIл'­хохкIи, лоIл­'хохкIын, лоIл'хохкIōй, лоIл'хохкIо) понуд II от гл. лоIлха́	(лоIл'хоху́кIше, лоIл'­хохкIи, лоIл­'хохкIын, лоIл'хохкIōй, лоIл'хохкIо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	заставить заставить варить	(лоIл'хоху́кIше, лоIл'­хохкIи, лоIл­'хохкIын, лоIл'хохкIōй, лоIл'хохкIо) понуд II от гл. лоIлха́	I		
Khwarshi	khva1239	6654	10267	ЛОIЛ'ХОХУ́КIНУ	l-o-ˁ-lʲ-χ-o-χ-'u-k’-n-u	понуд. масд. от гл. лоIл'хохкIа́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	заставление заставления варить	понуд. масд. от гл. лоIл'хохкIа́			
Khwarshi	khva1239	6655	10268	ЛОIЛ'У́IХНУ	l-o-ˁ-lʲ-'u-ˁ-χ-n-u	1. масд. от гл. лоIл'ха́ 2. 1) вываривание 2) окрашивание (путем вываривания)		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	варка	масд. от гл. лоIл'ха́			
Khwarshi	khva1239	6655	10269	ЛОIЛ'У́IХНУ	l-o-ˁ-lʲ-'u-ˁ-χ-n-u	1. масд. от гл. лоIл'ха́ 2. 1) вываривание 2) окрашивание (путем вываривания)		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	вываривание	вываривание			
Khwarshi	khva1239	6655	10270	ЛОIЛ'У́IХНУ	l-o-ˁ-lʲ-'u-ˁ-χ-n-u	1. масд. от гл. лоIл'ха́ 2. 1) вываривание 2) окрашивание (путем вываривания)		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	окрашивание	окрашивание (путем вываривания)			
Khwarshi	khva1239	6656	10271	Л'О́Л'/О1	lʲ-'o-lʲ-o	III (-и́, -бо, -за́) анат. ступня; буIкъкъуI л'ол'о большая ступня; л'ол'о бичIин ступня порезалась; къваI­леI бегъбусо л'ол'о плоскостопная ножка (ступня); исо л'ол'о къваIлеI бегъбусо голи у него плоскостопие (есть); л'ол'у­ллIо гьимон лаквате? не видишь то, что под ногами 2) перен. подкаблучник; йу илъело л'ол'улIлIо голи он её подкаблучник (есть); л'ол'кьол бештIалIа, ноцо къеIнкьол ба̄гь погов. посади свинью за стол, та ноги – на стол (букв. если вошь пустить на ногу, то она на голову полезет) ♦ л'ол'ус гьуне тропа, тропинка (букв. дорога ноги); л'ол'о гула препятствовать (букв. ногу поставить); л'ол'о цуцацев невысокая (о траве на покосе) (букв. где только ножка спрячется); л'о­л'уз гъур кыкха горы перевернуть (букв. ногой камень расщеплять); л'ол'залI литIокIа есть (иметь) что-л. много (букв. расстилать под ногами); л'ол'улI гъур кыкыхдов сильный (букв. ногой камень расщепляющий); л'ол'заз къукъа иметь много (букв. ногами топтать); л'ол'улI гула подчинить своей воле (букв. ставить под ногу); илъе хол хехилъинич л'ол'улI гули она быстро подчинила себе мужа; она взяла вверх над мужем; жиду л'ол'л'о гьунегьо мекьи они пошли по тропинке; л'ол'заз къукъ­ше много валяется под ногами (букв. топчут ногами); жиде ос л'ол'заз къукъ­ше у них денег много; они топчут деньги но­гами; л'ол'кьо рокъа подойти к ноге (об обуви); мачибо л'ол'кьо рокъи обувь подошла к ноге; л'ол'кьоз къеIнкьол уст. с ног до головы (об одежде); л'ол'кьоз къеIнкьол шикьу лези одели с ног до головы; л'ол'уллIо къыц лака проявить чрезмерную покорность (букв. под ногами грязное месиво лизать); лIоссе л'ол'бон медленно (букв. волоча ноги); квант. л'ол'о, хварш. лола	III (-и́, -бо, -за́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	подкаблучник	перен. подкаблучник;	I	квантладинский,хваршинский	йу илъело л'ол'улIлIо голи он её подкаблучник (есть); л'ол'кьол бештIалIа, ноцо къеIнкьол ба̄гь погов. посади свинью за стол, та ноги – на стол (букв. если вошь пустить на ногу, то она на голову полезет) ♦ л'ол'ус гьуне тропа, тропинка (букв. дорога ноги); л'ол'о гула препятствовать (букв. ногу поставить); л'ол'о цуцацев невысокая (о траве на покосе) (букв. где только ножка спрячется); л'о­л'уз гъур кыкха горы перевернуть (букв. ногой камень расщеплять); л'ол'залI литIокIа есть (иметь) что-л. много (букв. расстилать под ногами); л'ол'улI гъур кыкыхдов сильный (букв. ногой камень расщепляющий); л'ол'заз къукъа иметь много (букв. ногами топтать); л'ол'улI гула подчинить своей воле (букв. ставить под ногу); илъе хол хехилъинич л'ол'улI гули она быстро подчинила себе мужа; она взяла вверх над мужем; жиду л'ол'л'о гьунегьо мекьи они пошли по тропинке; л'ол'заз къукъ­ше много валяется под ногами (букв. топчут ногами); жиде ос л'ол'заз къукъ­ше у них денег много; они топчут деньги но­гами; л'ол'кьо рокъа подойти к ноге (об обуви); мачибо л'ол'кьо рокъи обувь подошла к ноге; л'ол'кьоз къеIнкьол уст. с ног до головы (об одежде); л'ол'кьоз къеIнкьол шикьу лези одели с ног до головы; л'ол'уллIо къыц лака проявить чрезмерную покорность (букв. под ногами грязное месиво лизать); лIоссе л'ол'бон медленно (букв. волоча ноги); квант. л'ол'о, хварш. лола
Khwarshi	khva1239	6657	10272	Л'О́Л'/О2	lʲ-'o-lʲ-o	IV (-о́, -о́бо, -оза́) молотьба; л'ол'о лийа молотить зерновые; йехъулъ ыстIи л'ол'о чалIи сегодня брат провёл молотьбу; эᵸце л'ол'обо лийой на току молотят зерновые; л'ол'о легъви провеяли молотьбу (для отделения зёрен от мякины) ♦ л'ол'о чалIа перен. валить многих при драке (букв. молотьбу делать); л'ол'он чалIын много (букв. расстилав снопы на молотьбе); кIуркIул л'ол'он чалIын голи абрикосов много как будто на молотьбе; л'ол'ос гъоба куча обмолоченной массы, мякина; де исухъоз л'ол'ос гъоба бези я купила у него кучку молотьбы; хварш. лаᵸлъе	IV (-о́, -о́бо, -оза́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	молотьба	молотьба;	IV	хваршинский	л'ол'о лийа молотить зерновые; йехъулъ ыстIи л'ол'о чалIи сегодня брат провёл молотьбу; эᵸце л'ол'обо лийой на току молотят зерновые; л'ол'о легъви провеяли молотьбу (для отделения зёрен от мякины) ♦ л'ол'о чалIа перен. валить многих при драке (букв. молотьбу делать); л'ол'он чалIын много (букв. расстилав снопы на молотьбе); кIуркIул л'ол'он чалIын голи абрикосов много как будто на молотьбе; л'ол'ос гъоба куча обмолоченной массы, мякина; де исухъоз л'ол'ос гъоба бези я купила у него кучку молотьбы; хварш. лаᵸлъе
Khwarshi	khva1239	6658	10273	ЛО'Л'ХЪО́С/О	l-o'-lʲ-qχ-'o-s-o	IV (-о́, -о́бо, -оза́) обувь; хъоссу л'ол'хъосо тесная обувь; ыцIну лол'хъосо новая обувь; къалал л'ол'хъосо леза купить детям обувь; квант. лол­хъоса, хварш. л'ол'хъоса; см. мачи	IV (-о́, -о́бо, -оза́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	обувь	обувь;	IV	квантладинский,хваршинский	хъоссу л'ол'хъосо тесная обувь; ыцIну лол'хъосо новая обувь; къалал л'ол'хъосо леза купить детям обувь; квант. лол­хъоса, хварш. л'ол'хъоса; см. мачи
Khwarshi	khva1239	6659	10274	ЛУ́ГЪ/У	l-'u-ʁ-u	IV (-у́, -у́бо, -уза́) след ног (копыт, лап); л'ол'ус лугъу человеческий след (ноги); боцIус лугъу волчий след, эᵸсокьо лугъубо голи на снегу следы (есть)	IV (-у́, -у́бо, -уза́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	след	след ног (копыт, лап);	IV		л'ол'ус лугъу человеческий след (ноги); боцIус лугъу волчий след, эᵸсокьо лугъубо голи на снегу следы (есть)
Khwarshi	khva1239	6660	10275	ЛУГЬ-ЛА́ГЬГЬУ	l-u-h-l-'a-h-h-u	IV (-у́) некачественное (букв. хорошее-плохое); лугь-лагь­гьу лехъва делать некачественную работу (букв. «брак-качество» получиться); см. й/угь-й/агьа́	IV (-у́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	некачественное	некачественное (букв. хорошее-плохое);	IV		лугь-лагь­гьу лехъва делать некачественную работу (букв. «брак-качество» получиться); см. й/угь-й/агьа́
