language	glottocode	id_word	id_meaning	lemma	ipa	definition	morphology	annotator	pos	reference	meaning_ru	examples	meaning	noun_class	dialect
Khwarshi	khva1239	4834	7592	Й/УНВАНАХЫ́КIНУ2	j-u-n-w-a-n-a-χ-'ɨ-k’-n-u	1. понуд. масд. от гл. йунванахкIа́2 2. 1) выращивание 2) воспитывание; ср.: муванахыкIну, нуванахыкIну		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			выращивание		
Khwarshi	khva1239	4834	7593	Й/УНВАНАХЫ́КIНУ2	j-u-n-w-a-n-a-χ-'ɨ-k’-n-u	1. понуд. масд. от гл. йунванахкIа́2 2. 1) выращивание 2) воспитывание; ср.: муванахыкIну, нуванахыкIну		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			воспитывание;		
Khwarshi	khva1239	4835	7594	Й/У́НГУ1	j-'u-n-g-u	(мн. -тIа) прич. 1) выросший; повзрослевший; взрослый; унгу ыс повзрослевший (взрослый) брат; дило абахарыс йунгу кад голи у моей соседки взрослая (на выданье) дочь (есть); исо мугу къала голи у него уже выросшие дети  2) перен. необщительный;  эгоистичный (отчуждённый); йу илъелыч йунгу голи она необщительная (есть); унгу уже а) повзрослевший (выросший) сын б) перен. необщительный сын	(мн. -тIа)	Jacob Lvovski	adjective	Dzhidalaev, Magomedova, Khalilov 2022			выросший;		
Khwarshi	khva1239	4835	7595	Й/У́НГУ1	j-'u-n-g-u	(мн. -тIа) прич. 1) выросший; повзрослевший; взрослый; унгу ыс повзрослевший (взрослый) брат; дило абахарыс йунгу кад голи у моей соседки взрослая (на выданье) дочь (есть); исо мугу къала голи у него уже выросшие дети  2) перен. необщительный;  эгоистичный (отчуждённый); йу илъелыч йунгу голи она необщительная (есть); унгу уже а) повзрослевший (выросший) сын б) перен. необщительный сын	(мн. -тIа)	Jacob Lvovski	adjective	Dzhidalaev, Magomedova, Khalilov 2022			перен. необщительный;		
Khwarshi	khva1239	4836	7596	Й/У́НГУ2	j-'u-n-g-u	(мн. -тIа) прич. достаточный (о количестве); мугу ос достаточная су́ма денег (хватающая на что-л.); йунгу гьел илIи илъе дил йенжа она дала мне достаточно фасоли (гороха) для посева  см. унгу, мугу, нугу; хварш. йунвайци	(мн. -тIа)	Jacob Lvovski	adjective	Dzhidalaev, Magomedova, Khalilov 2022		мугу ос достаточная су́ма денег (хватающая на что-л.); йунгу гьел илIи илъе дил йенжа она дала мне достаточно фасоли (гороха) для посева  см. унгу, мугу, нугу; хварш. йунвайци	прич. достаточный (о количестве);		хваршинский
Khwarshi	khva1239	4837	7597	Й/УНГЪА́//ЙЫ?ГЪА	j-u-n-ʁ-'a j-ɨ?-ʁ-a	(йу́нгъше, йунгъи́, йунгъу́н, йунвфгь//йынвфгъ, йу́гъе // йунгъо) 1) заостриться; заточиться; наточиться; стать остры́ (наточенны́); тIуIхъ нугъи нож наточился 2) перен. гневаться; и́еть зуб на кого-л.; обу цIакъ ыгъын голи отец сильно гневается; ср. унгъа//ынгъа, мугъа//мыгъа, нугъа//ныгъа; хварш. йунгъа	(йу́нгъше, йунгъи́, йунгъу́н, йунвфгь//йынвфгъ, йу́гъе // йунгъо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			заостриться;		
Khwarshi	khva1239	4837	7598	Й/УНГЪА́//ЙЫ?ГЪА	j-u-n-ʁ-'a j-ɨ?-ʁ-a	(йу́нгъше, йунгъи́, йунгъу́н, йунвфгь//йынвфгъ, йу́гъе // йунгъо) 1) заостриться; заточиться; наточиться; стать остры́ (наточенны́); тIуIхъ нугъи нож наточился 2) перен. гневаться; и́еть зуб на кого-л.; обу цIакъ ыгъын голи отец сильно гневается; ср. унгъа//ынгъа, мугъа//мыгъа, нугъа//ныгъа; хварш. йунгъа	(йу́нгъше, йунгъи́, йунгъу́н, йунвфгь//йынвфгъ, йу́гъе // йунгъо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			перен. гневаться;		
Khwarshi	khva1239	4838	7599	Й/УНГЪНУ	j-u-n-ʁ-n-u	// ЙЫНГЪНУ 1. масд. от гл. йунгъа́//йынгъа 2. заострение, заточение, наточение; ср.: унгъну//ынгъну, мугъну//мыгъну, нугъну//ныгъну		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			масд. от гл. йунгъа́//йынгъа		
Khwarshi	khva1239	4838	7600	Й/УНГЪНУ	j-u-n-ʁ-n-u	// ЙЫНГЪНУ 1. масд. от гл. йунгъа́//йынгъа 2. заострение, заточение, наточение; ср.: унгъну//ынгъну, мугъну//мыгъну, нугъну//ныгъну		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			заострение, заточение, наточение;		
Khwarshi	khva1239	4839	7601	Й/УНГЪОКIА́	j-u-n-ʁ-o-k’-'a	// ЙЫ?ГЪОКIАм (йунгъо́кIше, йунгъокIи́, йунгъокIу́н, йунгъокIфй, йу́нгъокIо) 1) точить, наточить, поточить; заострить; тIуIхъ нугъокIа наточить (заострить) нож; анбахъа онг нугъокIа наточить топор об ка́ень (специальный для точения) 2) перен. подготовить (обучив к че́у-л.); дать знания 3) перен. рассердить; гьикIо унгъокIа рассердить на кого-то человека; ср.: унгъокIа//ынгъокIа, мугъокIа// мыгъокIа, нугъокIа//ныгъокIа; хварш. йингъекIа		Jacob Lvovski		Dzhidalaev, Magomedova, Khalilov 2022			точить, наточить, поточить;		
Khwarshi	khva1239	4839	7602	Й/УНГЪОКIА́	j-u-n-ʁ-o-k’-'a	// ЙЫ?ГЪОКIАм (йунгъо́кIше, йунгъокIи́, йунгъокIу́н, йунгъокIфй, йу́нгъокIо) 1) точить, наточить, поточить; заострить; тIуIхъ нугъокIа наточить (заострить) нож; анбахъа онг нугъокIа наточить топор об ка́ень (специальный для точения) 2) перен. подготовить (обучив к че́у-л.); дать знания 3) перен. рассердить; гьикIо унгъокIа рассердить на кого-то человека; ср.: унгъокIа//ынгъокIа, мугъокIа// мыгъокIа, нугъокIа//ныгъокIа; хварш. йингъекIа		Jacob Lvovski		Dzhidalaev, Magomedova, Khalilov 2022			;		
Khwarshi	khva1239	4839	7603	Й/УНГЪОКIА́	j-u-n-ʁ-o-k’-'a	// ЙЫ?ГЪОКIАм (йунгъо́кIше, йунгъокIи́, йунгъокIу́н, йунгъокIфй, йу́нгъокIо) 1) точить, наточить, поточить; заострить; тIуIхъ нугъокIа наточить (заострить) нож; анбахъа онг нугъокIа наточить топор об ка́ень (специальный для точения) 2) перен. подготовить (обучив к че́у-л.); дать знания 3) перен. рассердить; гьикIо унгъокIа рассердить на кого-то человека; ср.: унгъокIа//ынгъокIа, мугъокIа// мыгъокIа, нугъокIа//ныгъокIа; хварш. йингъекIа		Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022			перен. рассердить;		
Khwarshi	khva1239	4840	7604	Й/УНГЪО́КIНУ	j-u-n-ʁ-'o-k’-n-u	// ЙЫ?ГЪОмКIНУ 1 понуд. масд. от гл. йунгъокIа́//йынгъокIа 2. заостривание, затачивание		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			заостривание, затачивание		
Khwarshi	khva1239	4841	7605	Й/УНГЪОКIОХКIА́	j-u-n-ʁ-o-k’-o-χ-k’-'a	// ЙЫ?ГЪОКмIОХКIАм йунгъокIоху́кIше, йунгъокIохкIи́, йунгъокIохкIу́н, йунгъокIохкIфй, йу́нгъокIохкIо) понуд. 1) заострять, заострить, затачивать, заточить; наточить; онг нугъокIохкIа попросить (заставить) наточить топор; тIуIхъ нугъокIохкIа попросить наточить нож; 2) перен. заставить разгневать; ср.: мугъокIохкIа, нугъокIохкIа; хварш. йингъекIохкIа		Jacob Lvovski		Dzhidalaev, Magomedova, Khalilov 2022			заострять, заострить, затачивать, заточить;		
Khwarshi	khva1239	4841	7606	Й/УНГЪОКIОХКIА́	j-u-n-ʁ-o-k’-o-χ-k’-'a	// ЙЫ?ГЪОКмIОХКIАм йунгъокIоху́кIше, йунгъокIохкIи́, йунгъокIохкIу́н, йунгъокIохкIфй, йу́нгъокIохкIо) понуд. 1) заострять, заострить, затачивать, заточить; наточить; онг нугъокIохкIа попросить (заставить) наточить топор; тIуIхъ нугъокIохкIа попросить наточить нож; 2) перен. заставить разгневать; ср.: мугъокIохкIа, нугъокIохкIа; хварш. йингъекIохкIа		Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022			перен. заставить разгневать;		
Khwarshi	khva1239	4842	7607	Й/УНГЪГЪУ//Й/ЫНГЪГЪУ	j-u-n-ʁ-ʁ-u j-ɨ-n-ʁ-ʁ-u	(мн. -тIа) 1) острый; наточенный; мугъгъу хъариса острая (наточенная) коса; нугъгъу тІуIхъ наточенный (острый) нож; йунгъгъу гъур острый ка́ень; йунгъгъу бинлъай острый кинжал; нугъгъу онг наточенный топор; йунгъгъу йехъва стать остры́ (наточенны́); йунгъгъу йийа делать остры́ (наточенны́) 2) перен. сердитый; злой, разозлённый; ынгъгъу гьикІо очень сердитый на кого-н. человек; ср.: унгъгъу//ынгъгъу, мугъгъу//мыгъгъу, нугъгъу//ныгъгъу; хварш. йангъгъу, й?нгъва, цIокъу	(мн. -тIа)	Jacob Lvovski	adjective	Dzhidalaev, Magomedova, Khalilov 2022			острый;		
Khwarshi	khva1239	4842	7608	Й/УНГЪГЪУ//Й/ЫНГЪГЪУ	j-u-n-ʁ-ʁ-u j-ɨ-n-ʁ-ʁ-u	(мн. -тIа) 1) острый; наточенный; мугъгъу хъариса острая (наточенная) коса; нугъгъу тІуIхъ наточенный (острый) нож; йунгъгъу гъур острый ка́ень; йунгъгъу бинлъай острый кинжал; нугъгъу онг наточенный топор; йунгъгъу йехъва стать остры́ (наточенны́); йунгъгъу йийа делать остры́ (наточенны́) 2) перен. сердитый; злой, разозлённый; ынгъгъу гьикІо очень сердитый на кого-н. человек; ср.: унгъгъу//ынгъгъу, мугъгъу//мыгъгъу, нугъгъу//ныгъгъу; хварш. йангъгъу, й?нгъва, цIокъу	(мн. -тIа)	Jacob Lvovski	adjective	Dzhidalaev, Magomedova, Khalilov 2022			перен. сердитый;		
Khwarshi	khva1239	4843	7609	Й/УНГЪГЪУЛЪА́Р	j-u-n-ʁ-ʁ-u-ɬ-'a-r	IV (-и́) острая сторона чего-л.; лезвие; онгмос нугъгъулъар острая сторона топора, лезвие топора	IV (-и́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022		лезвие; онгмос нугъгъулъар острая сторона топора, лезвие топора	острая сторона чего-л.;	IV	
Khwarshi	khva1239	4844	7610	ЙУ?КЪ	j-u?-qχ’	III (и́) юг; кIыцаба йункъкьогъул гочиди птицы улетели на юг; ило какба бишекъун йункъкьогъул гийфцI мы при на́азе поворачивае́ся (в сторону киблы) на юг		Jacob Lvovski		Dzhidalaev, Magomedova, Khalilov 2022		кIыцаба йункъкьогъул гочиди птицы улетели на юг; ило какба бишекъун йункъкьогъул гийфцI мы при на́азе поворачивае́ся (в сторону киблы) на юг	юг;	III	
Khwarshi	khva1239	4845	7611	Й/УНКЪА́	j-u-n-qχ’-'a	(йу́нкъше, йункъи́, йункъу́н, йувфкъ, йу́нкъо) 1) выздоравливать, выздороветь; вылечиться, излечиться; поправляться, поправиться (после болезни); ишу йункъи мать выздоровела; илъес кад йункъун её дочь поправилась; лелIдовбо мукъи больные выздоровели; кI'акI'аба нукъи ноги выздоровели 2) заживать; зажить; охо нукъун рана зажила; обудус охо нукъи рана отца зажила 3) перен. успокоиться (после перенесённого горя); облегчиться (пройти обиде, грусти, печали); жидо уже угьнус охо нукъунай у них не зажила рана потери сына; локIос охо нукъбуч голи рана на сердце еще не зажила; ср.: ункъа, мукъа, нукъа	(йу́нкъше, йункъи́, йункъу́н, йувфкъ, йу́нкъо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			выздоравливать, выздороветь;		
Khwarshi	khva1239	4845	7612	Й/УНКЪА́	j-u-n-qχ’-'a	(йу́нкъше, йункъи́, йункъу́н, йувфкъ, йу́нкъо) 1) выздоравливать, выздороветь; вылечиться, излечиться; поправляться, поправиться (после болезни); ишу йункъи мать выздоровела; илъес кад йункъун её дочь поправилась; лелIдовбо мукъи больные выздоровели; кI'акI'аба нукъи ноги выздоровели 2) заживать; зажить; охо нукъун рана зажила; обудус охо нукъи рана отца зажила 3) перен. успокоиться (после перенесённого горя); облегчиться (пройти обиде, грусти, печали); жидо уже угьнус охо нукъунай у них не зажила рана потери сына; локIос охо нукъбуч голи рана на сердце еще не зажила; ср.: ункъа, мукъа, нукъа	(йу́нкъше, йункъи́, йункъу́н, йувфкъ, йу́нкъо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			заживать;		
Khwarshi	khva1239	4845	7613	Й/УНКЪА́	j-u-n-qχ’-'a	(йу́нкъше, йункъи́, йункъу́н, йувфкъ, йу́нкъо) 1) выздоравливать, выздороветь; вылечиться, излечиться; поправляться, поправиться (после болезни); ишу йункъи мать выздоровела; илъес кад йункъун её дочь поправилась; лелIдовбо мукъи больные выздоровели; кI'акI'аба нукъи ноги выздоровели 2) заживать; зажить; охо нукъун рана зажила; обудус охо нукъи рана отца зажила 3) перен. успокоиться (после перенесённого горя); облегчиться (пройти обиде, грусти, печали); жидо уже угьнус охо нукъунай у них не зажила рана потери сына; локIос охо нукъбуч голи рана на сердце еще не зажила; ср.: ункъа, мукъа, нукъа	(йу́нкъше, йункъи́, йункъу́н, йувфкъ, йу́нкъо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			перен. успокоиться (после перенесённого горя);		
Khwarshi	khva1239	4846	7614	Й/УНКЪАТЕ́В//Й/УНКЪАТЕ́ГУ	j-u-n-qχ’-a-tʰ-'e-w j-u-n-qχ’-a-tʰ-'e-g-u	прич. неизлечи́ый, обреченный на смерть (о болезни); илулъ банницикьо гьос йункъатев гъиIнен йечи с на́и в больнице была одна тяжело больная (обреченная) женщина; ср.: ункъатев//ункъатегу, мукъатев//мукъатегу, нукъатев// нукъатегу; хварш. йинкъвайти		Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022		илулъ банницикьо гьос йункъатев гъиIнен йечи с на́и в больнице была одна тяжело больная (обреченная) женщина; ср.: ункъатев//ункъатегу, мукъатев//мукъатегу, нукъатев// нукъатегу; хварш. йинкъвайти	прич. неизлечи́ый, обреченный на смерть (о болезни);		хваршинский
Khwarshi	khva1239	4847	7615	Й/У́НКЪКЪУ	j-'u-n-qχ’-qχ’-u	(мн. -тIа) прич. выздоровевший, поправившийся; ункъкъу гьикIо поправившийся человек; ср.: ункъкъу, мукъкъу, нукъкъу	(мн. -тIа)	Jacob Lvovski	adjective	Dzhidalaev, Magomedova, Khalilov 2022		ункъкъу гьикIо поправившийся человек; ср.: ункъкъу, мукъкъу, нукъкъу	прич. выздоровевший, поправившийся;		
Khwarshi	khva1239	4848	7616	ЙУ́НКЪНУ	j-'u-n-qχ’-n-u	1. масд. от гл. йункъа́ 2.1) выздоровление 2) исцеление 3) заживление 4) перен. успокоение; ср.: ункъну, мукъну, нукъну		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			масд.		
Khwarshi	khva1239	4848	7617	ЙУ́НКЪНУ	j-'u-n-qχ’-n-u	1. масд. от гл. йункъа́ 2.1) выздоровление 2) исцеление 3) заживление 4) перен. успокоение; ср.: ункъну, мукъну, нукъну		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			выздоровление		
Khwarshi	khva1239	4848	7618	ЙУ́НКЪНУ	j-'u-n-qχ’-n-u	1. масд. от гл. йункъа́ 2.1) выздоровление 2) исцеление 3) заживление 4) перен. успокоение; ср.: ункъну, мукъну, нукъну		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			исцеление		
Khwarshi	khva1239	4848	7619	ЙУ́НКЪНУ	j-'u-n-qχ’-n-u	1. масд. от гл. йункъа́ 2.1) выздоровление 2) исцеление 3) заживление 4) перен. успокоение; ср.: ункъну, мукъну, нукъну		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			заживление		
Khwarshi	khva1239	4848	7620	ЙУ́НКЪНУ	j-'u-n-qχ’-n-u	1. масд. от гл. йункъа́ 2.1) выздоровление 2) исцеление 3) заживление 4) перен. успокоение; ср.: ункъну, мукъну, нукъну		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			перен. успокоение;		
Khwarshi	khva1239	4849	7621	Й/УНКЪУ́ХНУ	j-u-n-qχ’-'u-χ-n-u	1. масд. от гл. йункъха́ //йунхъхъа́ 2. 1) излечивание 2) поправление; ср.: ункъухну, мукъухну, нукъухну		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			масд.		
Khwarshi	khva1239	4849	7622	Й/УНКЪУ́ХНУ	j-u-n-qχ’-'u-χ-n-u	1. масд. от гл. йункъха́ //йунхъхъа́ 2. 1) излечивание 2) поправление; ср.: ункъухну, мукъухну, нукъухну		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			излечивание		
Khwarshi	khva1239	4849	7623	Й/УНКЪУ́ХНУ	j-u-n-qχ’-'u-χ-n-u	1. масд. от гл. йункъха́ //йунхъхъа́ 2. 1) излечивание 2) поправление; ср.: ункъухну, мукъухну, нукъухну		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			поправление;		
Khwarshi	khva1239	4850	7624	Й/УНКЪХА́	j-u-n-qχ’-χ-'a	// Й/УНХЪХЪАм (йункъу́хше, йункъхи́, йункъху́н, йункъфх, йу́нкъхо) 1) лечить, вылечить; способствовать выздоровлению; обу унхъхъа вылечить отца; гугу йунхъхъа вылечить спину; эзалаба нухъхъа вылечить глаза; сыл йунхъхъа вылечить зуб; тохтури хIал бегъви обу унхъхъа врач приложил все силы, чтобы вылечить отца 2) поправить здоровье; излечить; исцелять, исцелить; йиццу кI'акI'а йунхъхъа исцелить сло́анную ногу 3) залечивать, залечить; заживлять, заживить (о ране); ансе локIкIу лыкьаба нухъхъи знахарь вылечил (исцелил) обожжённые руки ¦ эзол мухъхъа а) вылечить глаз б) перен. стать (быть) причиной чьей-л. смерти; де илъехъо эзол мухъкIи я заставила её спать; дубло гIадаллъи илъехъо эзол мухъхъи твоя глупость была причиной её смерти; ср.: ункъха//унхъхъа, мухъха //мухъхъа, нукъха//нухъхъа		Jacob Lvovski	adjective	Dzhidalaev, Magomedova, Khalilov 2022			лечить, вылечить;		
Khwarshi	khva1239	4850	7625	Й/УНКЪХА́	j-u-n-qχ’-χ-'a	// Й/УНХЪХЪАм (йункъу́хше, йункъхи́, йункъху́н, йункъфх, йу́нкъхо) 1) лечить, вылечить; способствовать выздоровлению; обу унхъхъа вылечить отца; гугу йунхъхъа вылечить спину; эзалаба нухъхъа вылечить глаза; сыл йунхъхъа вылечить зуб; тохтури хIал бегъви обу унхъхъа врач приложил все силы, чтобы вылечить отца 2) поправить здоровье; излечить; исцелять, исцелить; йиццу кI'акI'а йунхъхъа исцелить сло́анную ногу 3) залечивать, залечить; заживлять, заживить (о ране); ансе локIкIу лыкьаба нухъхъи знахарь вылечил (исцелил) обожжённые руки ¦ эзол мухъхъа а) вылечить глаз б) перен. стать (быть) причиной чьей-л. смерти; де илъехъо эзол мухъкIи я заставила её спать; дубло гIадаллъи илъехъо эзол мухъхъи твоя глупость была причиной её смерти; ср.: ункъха//унхъхъа, мухъха //мухъхъа, нукъха//нухъхъа		Jacob Lvovski	adjective	Dzhidalaev, Magomedova, Khalilov 2022			поправить здоровье;		
Khwarshi	khva1239	4850	7626	Й/УНКЪХА́	j-u-n-qχ’-χ-'a	// Й/УНХЪХЪАм (йункъу́хше, йункъхи́, йункъху́н, йункъфх, йу́нкъхо) 1) лечить, вылечить; способствовать выздоровлению; обу унхъхъа вылечить отца; гугу йунхъхъа вылечить спину; эзалаба нухъхъа вылечить глаза; сыл йунхъхъа вылечить зуб; тохтури хIал бегъви обу унхъхъа врач приложил все силы, чтобы вылечить отца 2) поправить здоровье; излечить; исцелять, исцелить; йиццу кI'акI'а йунхъхъа исцелить сло́анную ногу 3) залечивать, залечить; заживлять, заживить (о ране); ансе локIкIу лыкьаба нухъхъи знахарь вылечил (исцелил) обожжённые руки ¦ эзол мухъхъа а) вылечить глаз б) перен. стать (быть) причиной чьей-л. смерти; де илъехъо эзол мухъкIи я заставила её спать; дубло гIадаллъи илъехъо эзол мухъхъи твоя глупость была причиной её смерти; ср.: ункъха//унхъхъа, мухъха //мухъхъа, нукъха//нухъхъа		Jacob Lvovski	adjective	Dzhidalaev, Magomedova, Khalilov 2022			залечивать, залечить;		
Khwarshi	khva1239	4851	7627	Й/УНХЪА́	j-u-n-qχ-'a	(йу́нхъше, йунхъи́ йунхъу́н, йунвфхъ, йу́нхъо) 1) закрывать, закрыть; гьенше мухъа́ закрыть книгу; гьенше му́хъа закрой книгу; анц йунхъа закрыть дверь; маIкьукъен нухъа закрыть рот 2) прикрывать, прикрыть; затворять, затворить что-л.; анка нухъа прикрыть окно; гьунне нухъа прикрыть дорогу 3) прекращать, прекратить; заканчивать, закончить; сабранийа мухъа закончить собрание; ср.: мухъа, нухъа	(йу́нхъше, йунхъи́ йунхъу́н, йунвфхъ, йу́нхъо) 1) закрывать, закрыть; гьенше мухъа́ закрыть книгу; гьенше му́хъа закрой книгу; анц йунхъа закрыть дверь; маIкьукъен нухъа закрыть рот 2)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			закрывать, закрыть;		
Khwarshi	khva1239	4851	7628	Й/УНХЪА́	j-u-n-qχ-'a	(йу́нхъше, йунхъи́ йунхъу́н, йунвфхъ, йу́нхъо) 1) закрывать, закрыть; гьенше мухъа́ закрыть книгу; гьенше му́хъа закрой книгу; анц йунхъа закрыть дверь; маIкьукъен нухъа закрыть рот 2) прикрывать, прикрыть; затворять, затворить что-л.; анка нухъа прикрыть окно; гьунне нухъа прикрыть дорогу 3) прекращать, прекратить; заканчивать, закончить; сабранийа мухъа закончить собрание; ср.: мухъа, нухъа	(йу́нхъше, йунхъи́ йунхъу́н, йунвфхъ, йу́нхъо) 1) закрывать, закрыть; гьенше мухъа́ закрыть книгу; гьенше му́хъа закрой книгу; анц йунхъа закрыть дверь; маIкьукъен нухъа закрыть рот 2)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			прикрывать, прикрыть;		
Khwarshi	khva1239	4851	7629	Й/УНХЪА́	j-u-n-qχ-'a	(йу́нхъше, йунхъи́ йунхъу́н, йунвфхъ, йу́нхъо) 1) закрывать, закрыть; гьенше мухъа́ закрыть книгу; гьенше му́хъа закрой книгу; анц йунхъа закрыть дверь; маIкьукъен нухъа закрыть рот 2) прикрывать, прикрыть; затворять, затворить что-л.; анка нухъа прикрыть окно; гьунне нухъа прикрыть дорогу 3) прекращать, прекратить; заканчивать, закончить; сабранийа мухъа закончить собрание; ср.: мухъа, нухъа	(йу́нхъше, йунхъи́ йунхъу́н, йунвфхъ, йу́нхъо) 1) закрывать, закрыть; гьенше мухъа́ закрыть книгу; гьенше му́хъа закрой книгу; анц йунхъа закрыть дверь; маIкьукъен нухъа закрыть рот 2)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			прекращать, прекратить;		
Khwarshi	khva1239	4852	7630	Й/УНХЪКIА́	j-u-n-qχ-k’-'a	(йунхъу́кIше, йунхъкIи́, йунхъкIу́н, йунхъфкI, йу́нхъкIо) понуд. 1) закрыть; анц йунхъкIа заставить закрыть (прикрыть) дверь 2) завершить; савешанийа мухъкIа заставить завершить совещание; ср.: мухъкIа, нухъкIа	(йунхъу́кIше, йунхъкIи́, йунхъкIу́н, йунхъфкI, йу́нхъкIо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			закрыть;		
Khwarshi	khva1239	4852	7631	Й/УНХЪКIА́	j-u-n-qχ-k’-'a	(йунхъу́кIше, йунхъкIи́, йунхъкIу́н, йунхъфкI, йу́нхъкIо) понуд. 1) закрыть; анц йунхъкIа заставить закрыть (прикрыть) дверь 2) завершить; савешанийа мухъкIа заставить завершить совещание; ср.: мухъкIа, нухъкIа	(йунхъу́кIше, йунхъкIи́, йунхъкIу́н, йунхъфкI, йу́нхъкIо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			завершить;		
Khwarshi	khva1239	4853	7632	й/унхъЛА́	j-u-n-qχ-l-'a	(йунхъу́лше, йунхъли́, йунхълу́н, йунхъфл, йу́нхъло) 1) закрыться, закрываться; затворяться, затвориться; гьенше мухъли книга закрылась (са́а по себе без участия кого-л.); анц йунхъли дверь закрылась (захлопнулась); анцнаба нухъли двери закрылись (авто́атически) 2) завершиться, закончиться; ср.: мухъла, нухъла	(йунхъу́лше, йунхъли́, йунхълу́н, йунхъфл, йу́нхъло)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			закрыться, закрываться;		
Khwarshi	khva1239	4853	7633	й/унхъЛА́	j-u-n-qχ-l-'a	(йунхъу́лше, йунхъли́, йунхълу́н, йунхъфл, йу́нхъло) 1) закрыться, закрываться; затворяться, затвориться; гьенше мухъли книга закрылась (са́а по себе без участия кого-л.); анц йунхъли дверь закрылась (захлопнулась); анцнаба нухъли двери закрылись (авто́атически) 2) завершиться, закончиться; ср.: мухъла, нухъла	(йунхъу́лше, йунхъли́, йунхълу́н, йунхъфл, йу́нхъло)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			завершиться, закончиться;		
Khwarshi	khva1239	4854	7634	Й/УНХЪНУ	j-u-n-qχ-n-u	1. масд. от гл. йунхъа́ 2. 1) закрытие; тунел нухъну цIакъ кварквала б? шопирзал закрытие тоннеля привело к неудобства́ для водителей 2) завершение; ср.: мухъну, нухъну		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			масд.		
Khwarshi	khva1239	4854	7635	Й/УНХЪНУ	j-u-n-qχ-n-u	1. масд. от гл. йунхъа́ 2. 1) закрытие; тунел нухъну цIакъ кварквала б? шопирзал закрытие тоннеля привело к неудобства́ для водителей 2) завершение; ср.: мухъну, нухъну		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			закрытие;		
Khwarshi	khva1239	4854	7636	Й/УНХЪНУ	j-u-n-qχ-n-u	1. масд. от гл. йунхъа́ 2. 1) закрытие; тунел нухъну цIакъ кварквала б? шопирзал закрытие тоннеля привело к неудобства́ для водителей 2) завершение; ср.: мухъну, нухъну		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			завершение;		
Khwarshi	khva1239	4855	7637	Й/УНХЪХЪОКIА́	j-u-n-qχ-qχ-o-k’-'a	(йунхъхъо́кIше, йунхъхъокIи́, йунхъхъокIу́н, йунхъхъокIфй, йу́нхъхъокIо) прикрыть (оставить приоткрыты́); анкаба нухъхъокIа прикрыть окна; анц йунхъхъокIа закрыть дверь не полностью; оставить дверь приоткрытой; ср.: мухъхъокIа, нухъхъокIа	(йунхъхъо́кIше, йунхъхъокIи́, йунхъхъокIу́н, йунхъхъокIфй, йу́нхъхъокIо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022		анкаба нухъхъокIа прикрыть окна; анц йунхъхъокIа закрыть дверь не полностью; оставить дверь приоткрытой; ср.: мухъхъокIа, нухъхъокIа	(йунхъхъо́кIше, йунхъхъокIи́, йунхъхъокIу́н, йунхъхъокIфй, йу́нхъхъокIо) прикрыть (оставить приоткрыты́);		
